job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_label,days_open,salary_bracket
AI05321,Deep Learning Engineer,83741,CAD,104676,Mid,Freelance,Canada,Medium,Canada,100,"NLP, Docker, Git",Master,3,Automotive,2025-03-04,2025-05-06,2180,5.3,Quantum Computing Inc,Remote,63,60K-100K
AI05322,Principal Data Scientist,103613,USD,103613,Senior,Part-Time,Sweden,Small,Spain,50,"Linux, TensorFlow, Hadoop, Computer Vision, Tableau",PhD,7,Automotive,2024-01-10,2024-02-11,1225,10.0,Algorithmic Solutions,Hybrid,32,100K-150K
AI05323,Deep Learning Engineer,122345,USD,122345,Senior,Full-Time,Israel,Small,Israel,0,"SQL, Python, TensorFlow, Git, PyTorch",Associate,9,Manufacturing,2024-02-20,2024-04-15,563,8.7,Autonomous Tech,On-Site,55,100K-150K
AI05324,AI Software Engineer,125817,CHF,113235,Junior,Full-Time,Switzerland,Large,Singapore,0,"Tableau, Scala, Python",Associate,0,Finance,2024-06-25,2024-07-12,2037,6.9,Neural Networks Co,On-Site,17,100K-150K
AI05325,AI Research Scientist,83848,USD,83848,Mid,Contract,Sweden,Small,Nigeria,50,"Python, Git, TensorFlow, Deep Learning",Bachelor,2,Media,2024-04-21,2024-07-01,1561,8.1,Predictive Systems,Hybrid,71,60K-100K
AI05326,Data Analyst,126646,EUR,107649,Senior,Full-Time,Netherlands,Large,Netherlands,100,"Hadoop, Spark, Linux",Associate,5,Manufacturing,2024-03-20,2024-04-09,2308,7.6,DataVision Ltd,Remote,20,100K-150K
AI05327,AI Product Manager,216544,USD,216544,Executive,Full-Time,United States,Medium,United States,100,"Kubernetes, SQL, Azure, Linux, PyTorch",Associate,14,Transportation,2024-07-25,2024-09-23,1367,5.1,Cloud AI Solutions,Remote,60,> 150K
AI05328,AI Research Scientist,254248,EUR,216111,Executive,Freelance,Austria,Large,Austria,50,"R, Docker, Data Visualization, MLOps, Spark",PhD,13,Automotive,2024-11-17,2025-01-29,2380,8.0,Machine Intelligence Group,Hybrid,73,> 150K
AI05329,Deep Learning Engineer,238603,GBP,178952,Executive,Full-Time,United Kingdom,Large,United Kingdom,0,"R, Hadoop, SQL, Azure, Tableau",Bachelor,16,Energy,2024-05-10,2024-05-25,1566,8.9,Cloud AI Solutions,On-Site,15,> 150K
AI05330,NLP Engineer,71862,USD,71862,Junior,Full-Time,Sweden,Medium,Austria,50,"SQL, PyTorch, MLOps, NLP, GCP",PhD,1,Automotive,2024-12-15,2025-01-10,2276,9.3,Autonomous Tech,Hybrid,26,60K-100K
AI05331,Autonomous Systems Engineer,43525,USD,43525,Senior,Contract,China,Small,Philippines,50,"Python, SQL, R, Git, TensorFlow",Master,6,Gaming,2024-09-23,2024-10-19,2248,7.1,Smart Analytics,Hybrid,26,< 60K
AI05332,Computer Vision Engineer,133643,EUR,113597,Senior,Freelance,Austria,Large,Austria,0,"Python, MLOps, Kubernetes",Associate,5,Healthcare,2025-02-05,2025-03-08,1300,7.0,Digital Transformation LLC,On-Site,31,100K-150K
AI05333,Machine Learning Researcher,209974,SGD,272966,Executive,Part-Time,Singapore,Small,Singapore,0,"Python, GCP, Scala, SQL",Master,18,Consulting,2024-10-27,2024-11-24,2148,10.0,Quantum Computing Inc,On-Site,28,> 150K
AI05334,AI Consultant,188802,CAD,236003,Executive,Full-Time,Canada,Large,Austria,50,"Kubernetes, NLP, PyTorch, Git",Bachelor,14,Automotive,2024-02-27,2024-04-15,1309,8.3,Machine Intelligence Group,Hybrid,48,> 150K
AI05335,ML Ops Engineer,109423,USD,109423,Mid,Full-Time,Norway,Small,Czech Republic,0,"Java, Linux, Computer Vision",Associate,4,Telecommunications,2025-01-05,2025-01-19,1573,5.2,Digital Transformation LLC,On-Site,14,100K-150K
AI05336,Data Scientist,193402,SGD,251423,Executive,Contract,Singapore,Large,Singapore,0,"Hadoop, Python, Kubernetes",Bachelor,13,Healthcare,2024-08-27,2024-09-23,1658,8.9,TechCorp Inc,On-Site,27,> 150K
AI05337,Deep Learning Engineer,68104,EUR,57888,Junior,Freelance,France,Large,France,100,"Scala, Docker, Mathematics, Spark",PhD,0,Real Estate,2025-01-01,2025-02-23,2350,5.2,Future Systems,Remote,53,60K-100K
AI05338,AI Consultant,115997,USD,115997,Mid,Full-Time,United States,Medium,United States,0,"Linux, Scala, Mathematics, GCP, Deep Learning",Bachelor,4,Gaming,2024-06-27,2024-07-13,2145,8.7,DataVision Ltd,On-Site,16,100K-150K
AI05339,AI Specialist,87942,USD,87942,Mid,Full-Time,South Korea,Medium,New Zealand,50,"R, MLOps, SQL, AWS, Scala",PhD,4,Education,2024-03-10,2024-03-27,1259,6.9,Autonomous Tech,Hybrid,17,60K-100K
AI05340,Machine Learning Engineer,303218,USD,303218,Executive,Contract,Denmark,Large,Denmark,50,"R, Git, Scala",PhD,18,Government,2024-12-15,2025-02-02,1087,9.7,DataVision Ltd,Hybrid,49,> 150K
AI05341,Research Scientist,63427,USD,63427,Mid,Contract,South Korea,Small,South Korea,100,"Spark, Hadoop, R",Bachelor,2,Finance,2024-04-14,2024-05-25,952,7.2,Machine Intelligence Group,Remote,41,60K-100K
AI05342,Principal Data Scientist,148375,GBP,111281,Senior,Full-Time,United Kingdom,Large,United Kingdom,0,"Mathematics, Python, Linux, Hadoop, TensorFlow",Bachelor,6,Education,2025-02-24,2025-04-29,609,7.3,Machine Intelligence Group,On-Site,64,100K-150K
AI05343,Machine Learning Researcher,91410,CAD,114263,Mid,Freelance,Canada,Medium,Canada,0,"GCP, Python, Spark",PhD,2,Transportation,2024-02-11,2024-04-24,1107,5.9,AI Innovations,On-Site,73,60K-100K
AI05344,Data Engineer,217295,USD,217295,Executive,Freelance,United States,Large,United States,50,"TensorFlow, Java, Scala",Associate,14,Education,2024-01-27,2024-02-23,1243,9.1,Future Systems,Hybrid,27,> 150K
AI05345,AI Consultant,65815,AUD,88850,Junior,Part-Time,Australia,Large,Kenya,50,"Scala, AWS, Git, Computer Vision, Azure",Bachelor,0,Consulting,2025-04-07,2025-05-17,2254,5.6,TechCorp Inc,Hybrid,40,60K-100K
AI05346,Research Scientist,185973,SGD,241765,Executive,Contract,Singapore,Small,Singapore,0,"NLP, Deep Learning, Git",Associate,13,Real Estate,2025-04-29,2025-06-08,940,5.5,DeepTech Ventures,On-Site,40,> 150K
AI05347,Principal Data Scientist,113175,USD,113175,Senior,Part-Time,Finland,Small,Finland,100,"TensorFlow, Deep Learning, PyTorch, MLOps, Hadoop",Master,7,Government,2024-08-28,2024-10-29,722,8.4,DeepTech Ventures,Remote,62,100K-150K
AI05348,Deep Learning Engineer,198579,USD,198579,Executive,Full-Time,Denmark,Small,Denmark,50,"Data Visualization, Docker, Spark, Python, Java",Master,14,Healthcare,2025-03-29,2025-06-08,1705,8.2,Smart Analytics,Hybrid,71,> 150K
AI05349,Machine Learning Researcher,25817,USD,25817,Junior,Contract,India,Medium,India,0,"MLOps, Scala, Linux, Azure",Bachelor,0,Media,2025-04-08,2025-04-23,1618,7.7,DeepTech Ventures,On-Site,15,< 60K
AI05350,Head of AI,81249,USD,81249,Mid,Contract,Sweden,Medium,Ukraine,50,"Computer Vision, R, GCP",Associate,3,Manufacturing,2024-04-08,2024-06-07,1936,9.5,Autonomous Tech,Hybrid,60,60K-100K
AI05351,Data Analyst,107111,AUD,144600,Senior,Contract,Australia,Small,Australia,100,"Python, Docker, Linux, Statistics, GCP",Associate,7,Finance,2024-06-22,2024-09-01,671,5.0,Digital Transformation LLC,Remote,71,100K-150K
AI05352,AI Software Engineer,158552,USD,158552,Senior,Contract,Norway,Medium,United Kingdom,0,"Git, Python, GCP",Bachelor,7,Technology,2024-11-25,2025-01-14,2214,7.6,TechCorp Inc,On-Site,50,> 150K
AI05353,Autonomous Systems Engineer,209929,USD,209929,Executive,Contract,United States,Medium,United States,0,"Azure, Python, Spark, GCP",PhD,14,Transportation,2024-11-24,2025-02-01,1931,5.2,DeepTech Ventures,On-Site,69,> 150K
AI05354,AI Research Scientist,288133,GBP,216100,Executive,Contract,United Kingdom,Large,United Kingdom,0,"Scala, Data Visualization, AWS, Computer Vision",Master,13,Real Estate,2025-02-02,2025-03-05,1068,8.8,Advanced Robotics,On-Site,31,> 150K
AI05355,Head of AI,243777,JPY,26815470,Executive,Full-Time,Japan,Medium,Japan,50,"Mathematics, R, NLP, Linux, SQL",Bachelor,13,Gaming,2025-01-29,2025-02-24,2295,7.8,Digital Transformation LLC,Hybrid,26,> 150K
AI05356,Data Engineer,54043,AUD,72958,Junior,Full-Time,Australia,Medium,Germany,50,"Kubernetes, Deep Learning, Git, Hadoop",Associate,0,Manufacturing,2024-02-20,2024-03-05,855,9.4,Cognitive Computing,Hybrid,14,< 60K
AI05357,Data Analyst,82069,USD,82069,Mid,Freelance,Ireland,Medium,Ireland,100,"MLOps, PyTorch, TensorFlow",Associate,3,Retail,2025-01-27,2025-02-28,1505,9.7,Advanced Robotics,Remote,32,60K-100K
AI05358,ML Ops Engineer,65179,USD,65179,Mid,Contract,Ireland,Small,Ireland,50,"SQL, Hadoop, Tableau",PhD,3,Telecommunications,2024-03-09,2024-04-08,2284,5.1,Future Systems,Hybrid,30,60K-100K
AI05359,AI Specialist,162962,USD,162962,Senior,Part-Time,Sweden,Large,Poland,0,"Spark, Scala, PyTorch, NLP, GCP",Bachelor,8,Healthcare,2025-02-14,2025-04-26,1367,5.9,Smart Analytics,On-Site,71,> 150K
AI05360,AI Specialist,91928,USD,91928,Executive,Full-Time,China,Large,China,50,"PyTorch, Scala, Tableau, Linux, NLP",Master,10,Government,2025-04-12,2025-05-07,1517,6.3,DeepTech Ventures,Hybrid,25,60K-100K
AI05361,AI Architect,134846,USD,134846,Senior,Part-Time,United States,Medium,United States,100,"PyTorch, Git, MLOps, SQL, Java",Master,6,Retail,2024-08-29,2024-09-13,1153,9.9,DataVision Ltd,Remote,15,100K-150K
AI05362,Data Analyst,22186,USD,22186,Junior,Part-Time,India,Large,Spain,0,"Computer Vision, TensorFlow, NLP, SQL, Mathematics",Bachelor,1,Retail,2024-04-13,2024-06-15,512,8.0,Quantum Computing Inc,On-Site,63,< 60K
AI05363,Research Scientist,61335,USD,61335,Senior,Part-Time,China,Large,China,0,"Java, PyTorch, Statistics",Associate,9,Retail,2024-03-05,2024-03-26,733,8.9,TechCorp Inc,On-Site,21,60K-100K
AI05364,AI Specialist,246778,EUR,209761,Executive,Full-Time,Germany,Large,New Zealand,100,"Kubernetes, PyTorch, NLP, TensorFlow",Master,15,Gaming,2025-01-20,2025-03-28,506,5.1,Quantum Computing Inc,Remote,67,> 150K
AI05365,AI Architect,104343,GBP,78257,Mid,Contract,United Kingdom,Small,United Kingdom,100,"SQL, Data Visualization, Java, GCP",Master,3,Retail,2024-05-21,2024-08-01,812,7.3,Autonomous Tech,Remote,72,100K-150K
AI05366,AI Architect,130307,USD,130307,Mid,Part-Time,Denmark,Large,Denmark,50,"Linux, AWS, Java",PhD,2,Telecommunications,2024-08-05,2024-10-08,1924,6.6,DeepTech Ventures,Hybrid,64,100K-150K
AI05367,Computer Vision Engineer,83046,USD,83046,Junior,Freelance,Norway,Small,Norway,50,"SQL, Linux, Git, PyTorch, Deep Learning",Master,0,Retail,2025-03-05,2025-05-15,2443,6.4,Digital Transformation LLC,Hybrid,71,60K-100K
AI05368,AI Specialist,157446,USD,157446,Mid,Part-Time,Norway,Large,Norway,100,"MLOps, Python, Tableau, Kubernetes, Data Visualization",Master,3,Healthcare,2024-08-29,2024-10-25,1804,5.7,Cognitive Computing,Remote,57,> 150K
AI05369,Machine Learning Researcher,297092,JPY,32680120,Executive,Freelance,Japan,Large,Japan,0,"Spark, GCP, Python, Mathematics",Associate,16,Finance,2024-08-07,2024-10-07,989,8.6,Future Systems,On-Site,61,> 150K
AI05370,AI Product Manager,68384,USD,68384,Mid,Contract,Finland,Small,Finland,100,"Python, Linux, MLOps, Kubernetes, TensorFlow",Master,2,Transportation,2025-01-17,2025-03-14,1050,6.4,DataVision Ltd,Remote,56,60K-100K
AI05371,ML Ops Engineer,92089,USD,92089,Executive,Freelance,India,Large,India,50,"Docker, Hadoop, SQL, Azure, Java",PhD,17,Automotive,2024-08-13,2024-09-04,764,6.0,Neural Networks Co,Hybrid,22,60K-100K
AI05372,Deep Learning Engineer,136227,EUR,115793,Senior,Full-Time,Netherlands,Large,Netherlands,0,"Statistics, Scala, Deep Learning",PhD,6,Healthcare,2024-01-01,2024-02-29,1685,9.2,Neural Networks Co,On-Site,59,100K-150K
AI05373,AI Product Manager,129513,USD,129513,Senior,Part-Time,Ireland,Medium,Australia,100,"Python, Docker, Mathematics",PhD,7,Government,2024-10-18,2024-11-29,1009,7.8,Cloud AI Solutions,Remote,42,100K-150K
AI05374,AI Specialist,135626,USD,135626,Senior,Part-Time,Israel,Medium,Vietnam,50,"Scala, Hadoop, Computer Vision, Deep Learning",PhD,7,Manufacturing,2025-03-27,2025-06-08,1852,8.0,Advanced Robotics,Hybrid,73,100K-150K
AI05375,AI Specialist,43215,USD,43215,Senior,Freelance,China,Small,Hungary,50,"PyTorch, Python, Linux",Master,9,Energy,2024-08-16,2024-10-05,714,8.1,Smart Analytics,Hybrid,50,< 60K
AI05376,AI Research Scientist,70887,EUR,60254,Mid,Full-Time,Germany,Small,Germany,50,"Python, Java, AWS, Scala, SQL",Associate,4,Retail,2025-02-15,2025-04-17,610,5.4,Smart Analytics,Hybrid,61,60K-100K
AI05377,ML Ops Engineer,288695,CHF,259826,Executive,Part-Time,Switzerland,Large,Switzerland,0,"Spark, Linux, Statistics, Mathematics",Master,16,Transportation,2024-03-12,2024-05-19,1570,6.0,TechCorp Inc,On-Site,68,> 150K
AI05378,Data Engineer,85081,CHF,76573,Junior,Full-Time,Switzerland,Small,Nigeria,50,"Java, PyTorch, AWS",PhD,1,Energy,2025-03-16,2025-05-10,1736,5.3,Advanced Robotics,Hybrid,55,60K-100K
AI05379,NLP Engineer,111446,USD,111446,Mid,Contract,Israel,Large,Israel,100,"Spark, MLOps, Scala, AWS",Master,4,Energy,2024-06-17,2024-07-13,513,7.5,Predictive Systems,Remote,26,100K-150K
AI05380,Data Analyst,66898,USD,66898,Mid,Contract,Israel,Small,Israel,50,"Git, Spark, R, PyTorch",Master,3,Gaming,2024-12-01,2025-01-02,1269,6.9,Predictive Systems,Hybrid,32,60K-100K
AI05381,AI Product Manager,37660,USD,37660,Junior,Freelance,China,Medium,China,0,"Azure, R, Hadoop",Bachelor,0,Media,2024-07-28,2024-09-17,835,8.5,Neural Networks Co,On-Site,51,< 60K
AI05382,Autonomous Systems Engineer,79062,EUR,67203,Junior,Part-Time,Netherlands,Large,Finland,50,"NLP, SQL, TensorFlow, Scala, PyTorch",Master,0,Healthcare,2024-07-06,2024-08-07,2128,9.7,Predictive Systems,Hybrid,32,60K-100K
AI05383,Deep Learning Engineer,125125,SGD,162663,Mid,Part-Time,Singapore,Large,Singapore,0,"Java, Git, Tableau, Scala",PhD,4,Healthcare,2024-03-03,2024-04-17,1935,6.0,Advanced Robotics,On-Site,45,100K-150K
AI05384,Research Scientist,137554,JPY,15130940,Senior,Full-Time,Japan,Medium,Japan,0,"Data Visualization, Kubernetes, Computer Vision",Bachelor,8,Transportation,2024-09-23,2024-11-04,812,6.2,DeepTech Ventures,On-Site,42,100K-150K
AI05385,AI Specialist,95923,EUR,81535,Mid,Full-Time,France,Medium,France,0,"NLP, Git, Mathematics",Associate,2,Transportation,2024-11-03,2024-11-21,667,9.2,DeepTech Ventures,On-Site,18,60K-100K
AI05386,Autonomous Systems Engineer,126145,GBP,94609,Senior,Part-Time,United Kingdom,Large,United Kingdom,50,"Git, Mathematics, NLP",PhD,7,Media,2024-01-15,2024-02-29,1112,6.3,Machine Intelligence Group,Hybrid,45,100K-150K
AI05387,Principal Data Scientist,98692,USD,98692,Senior,Part-Time,Ireland,Small,Ireland,0,"Deep Learning, Scala, Computer Vision",Bachelor,5,Gaming,2025-02-02,2025-04-09,1354,6.7,Algorithmic Solutions,On-Site,66,60K-100K
AI05388,Head of AI,200999,EUR,170849,Executive,Part-Time,Netherlands,Medium,Netherlands,50,"Python, TensorFlow, Computer Vision, PyTorch, Git",Master,16,Consulting,2025-03-29,2025-04-29,1230,6.6,Future Systems,Hybrid,31,> 150K
AI05389,Head of AI,54737,GBP,41053,Junior,Contract,United Kingdom,Medium,South Africa,50,"Python, Kubernetes, Scala",Associate,1,Telecommunications,2024-12-10,2025-01-01,2060,9.6,Quantum Computing Inc,Hybrid,22,< 60K
AI05390,Machine Learning Engineer,202067,SGD,262687,Executive,Full-Time,Singapore,Medium,Brazil,100,"R, Scala, Python",Associate,18,Technology,2024-09-02,2024-09-17,2350,7.9,Neural Networks Co,Remote,15,> 150K
AI05391,AI Research Scientist,247645,CAD,309556,Executive,Part-Time,Canada,Large,Canada,100,"R, Mathematics, Python, Statistics",Associate,12,Gaming,2024-06-08,2024-07-02,935,8.0,Future Systems,Remote,24,> 150K
AI05392,Data Engineer,136820,GBP,102615,Senior,Part-Time,United Kingdom,Large,United Kingdom,100,"TensorFlow, Tableau, Computer Vision, Scala",Master,9,Real Estate,2025-03-27,2025-05-27,1477,6.5,Machine Intelligence Group,Remote,61,100K-150K
AI05393,Robotics Engineer,118345,USD,118345,Executive,Part-Time,Israel,Small,Israel,0,"MLOps, Data Visualization, Linux, Docker, GCP",Associate,15,Media,2024-02-13,2024-04-18,1177,9.5,Neural Networks Co,On-Site,65,100K-150K
AI05394,Computer Vision Engineer,86939,JPY,9563290,Junior,Contract,Japan,Large,Japan,100,"Kubernetes, R, Hadoop, SQL, Deep Learning",PhD,1,Automotive,2024-08-14,2024-09-28,1232,7.2,Digital Transformation LLC,Remote,45,60K-100K
AI05395,Research Scientist,85462,JPY,9400820,Junior,Part-Time,Japan,Medium,Japan,100,"Kubernetes, Docker, NLP, Statistics, GCP",Associate,0,Government,2025-02-25,2025-04-11,1813,6.4,Algorithmic Solutions,Remote,45,60K-100K
AI05396,AI Research Scientist,75148,CHF,67633,Junior,Freelance,Switzerland,Medium,Colombia,0,"NLP, Java, Kubernetes, Git",Master,1,Gaming,2025-01-14,2025-02-08,1792,10.0,Machine Intelligence Group,On-Site,25,60K-100K
AI05397,Principal Data Scientist,253163,USD,253163,Executive,Freelance,Denmark,Large,Denmark,50,"TensorFlow, Git, Data Visualization",PhD,19,Real Estate,2024-06-06,2024-08-16,1330,5.2,TechCorp Inc,Hybrid,71,> 150K
AI05398,AI Architect,30114,USD,30114,Junior,Freelance,China,Large,Finland,100,"Statistics, PyTorch, Java, Azure, TensorFlow",Master,1,Telecommunications,2024-11-16,2025-01-19,2090,8.0,Smart Analytics,Remote,64,< 60K
AI05399,Computer Vision Engineer,176415,USD,176415,Executive,Contract,Finland,Medium,Finland,0,"GCP, NLP, Deep Learning, Spark",PhD,12,Telecommunications,2025-02-20,2025-04-21,1544,8.9,TechCorp Inc,On-Site,60,> 150K
AI05400,AI Specialist,73489,EUR,62466,Mid,Full-Time,Germany,Medium,Germany,50,"SQL, Java, Spark, TensorFlow, R",Associate,4,Automotive,2024-06-02,2024-07-03,2185,8.2,TechCorp Inc,Hybrid,31,60K-100K
AI05401,ML Ops Engineer,115294,USD,115294,Senior,Full-Time,Finland,Medium,Canada,100,"Azure, MLOps, Scala",Master,7,Real Estate,2024-03-21,2024-04-21,1538,7.8,Neural Networks Co,Remote,31,100K-150K
AI05402,Data Engineer,74479,SGD,96823,Junior,Freelance,Singapore,Large,Singapore,100,"SQL, Python, Statistics, Git",Associate,0,Gaming,2024-11-10,2024-12-01,1859,7.7,Smart Analytics,Remote,21,60K-100K
AI05403,AI Software Engineer,97495,USD,97495,Senior,Full-Time,Sweden,Small,Sweden,0,"Spark, Git, Scala, Computer Vision",Associate,8,Government,2024-09-29,2024-11-25,899,6.9,DeepTech Ventures,On-Site,57,60K-100K
AI05404,Principal Data Scientist,63891,USD,63891,Junior,Freelance,Norway,Small,Norway,100,"MLOps, SQL, Scala, GCP, Python",Associate,0,Manufacturing,2024-05-15,2024-06-09,1557,6.1,Smart Analytics,Remote,25,60K-100K
AI05405,Data Analyst,49339,CAD,61674,Junior,Part-Time,Canada,Small,Canada,50,"Kubernetes, MLOps, Git, NLP, Scala",Master,1,Transportation,2024-05-21,2024-06-05,1652,6.6,Advanced Robotics,Hybrid,15,< 60K
AI05406,Autonomous Systems Engineer,114592,USD,114592,Executive,Freelance,China,Large,Estonia,0,"Scala, NLP, Kubernetes",Master,12,Media,2024-04-14,2024-06-26,967,5.2,DataVision Ltd,On-Site,73,100K-150K
AI05407,Data Scientist,44734,USD,44734,Senior,Full-Time,India,Medium,India,50,"NLP, MLOps, Scala, Python, Java",Master,6,Media,2024-11-01,2024-12-12,2496,7.7,Predictive Systems,Hybrid,41,< 60K
AI05408,AI Architect,191311,USD,191311,Executive,Freelance,Israel,Small,Israel,50,"SQL, Kubernetes, GCP",Master,14,Consulting,2025-03-28,2025-04-21,873,8.3,Predictive Systems,Hybrid,24,> 150K
AI05409,Data Engineer,198417,USD,198417,Executive,Full-Time,Finland,Large,Switzerland,0,"Statistics, Kubernetes, Spark, R",Bachelor,16,Consulting,2024-05-20,2024-07-21,2466,9.0,Quantum Computing Inc,On-Site,62,> 150K
AI05410,AI Specialist,104925,JPY,11541750,Senior,Part-Time,Japan,Small,Nigeria,0,"Git, MLOps, Scala, Python",Master,6,Media,2024-04-10,2024-05-05,2391,7.8,Neural Networks Co,On-Site,25,100K-150K
AI05411,Research Scientist,221209,EUR,188028,Executive,Full-Time,Austria,Large,Austria,0,"PyTorch, Data Visualization, MLOps",Bachelor,12,Technology,2024-02-28,2024-04-13,1267,8.2,TechCorp Inc,On-Site,45,> 150K
AI05412,NLP Engineer,85694,EUR,72840,Mid,Full-Time,Austria,Small,Austria,0,"PyTorch, TensorFlow, MLOps, Hadoop, Python",PhD,3,Technology,2025-02-15,2025-04-14,1832,8.5,Neural Networks Co,On-Site,58,60K-100K
AI05413,Research Scientist,148534,USD,148534,Senior,Full-Time,United States,Small,United States,0,"R, Scala, SQL, Azure",PhD,9,Energy,2024-11-06,2025-01-16,1625,5.3,Neural Networks Co,On-Site,71,100K-150K
AI05414,Machine Learning Engineer,79799,USD,79799,Mid,Full-Time,Israel,Large,Israel,0,"Mathematics, AWS, NLP, PyTorch",Master,2,Manufacturing,2024-02-27,2024-04-09,1588,5.1,DataVision Ltd,On-Site,42,60K-100K
AI05415,Robotics Engineer,42345,USD,42345,Mid,Part-Time,China,Small,China,100,"Python, TensorFlow, Deep Learning, Tableau, Azure",Associate,4,Media,2024-06-02,2024-07-11,1265,9.9,Quantum Computing Inc,Remote,39,< 60K
AI05416,Deep Learning Engineer,120846,CHF,108761,Mid,Contract,Switzerland,Large,Egypt,50,"PyTorch, Java, TensorFlow, Docker",Master,3,Telecommunications,2024-06-09,2024-08-03,1725,6.0,Algorithmic Solutions,Hybrid,55,100K-150K
AI05417,AI Specialist,23612,USD,23612,Junior,Freelance,India,Small,Thailand,50,"SQL, Kubernetes, Tableau, Git",Associate,1,Gaming,2024-08-18,2024-09-06,2269,8.0,Autonomous Tech,Hybrid,19,< 60K
AI05418,Deep Learning Engineer,166613,GBP,124960,Executive,Contract,United Kingdom,Small,United Kingdom,0,"Scala, Tableau, PyTorch, Data Visualization",Master,12,Technology,2024-06-03,2024-06-28,1513,9.9,Machine Intelligence Group,On-Site,25,> 150K
AI05419,Principal Data Scientist,56615,AUD,76430,Junior,Contract,Australia,Medium,Australia,100,"Spark, Statistics, Computer Vision, Python, MLOps",PhD,0,Telecommunications,2025-04-20,2025-06-26,1809,5.8,Algorithmic Solutions,Remote,67,< 60K
AI05420,AI Specialist,78519,AUD,106001,Mid,Full-Time,Australia,Medium,Australia,100,"TensorFlow, Kubernetes, Computer Vision, Docker",PhD,4,Consulting,2024-04-30,2024-06-08,1672,6.0,DeepTech Ventures,Remote,39,60K-100K
AI05421,Data Engineer,176102,CAD,220128,Executive,Full-Time,Canada,Small,Canada,50,"Kubernetes, Docker, AWS",PhD,11,Media,2025-01-11,2025-03-05,2408,9.4,Cognitive Computing,Hybrid,53,> 150K
AI05422,AI Product Manager,39202,USD,39202,Mid,Contract,China,Large,China,100,"NLP, Docker, Azure, Hadoop",Bachelor,3,Gaming,2024-09-17,2024-10-20,2380,9.3,Machine Intelligence Group,Remote,33,< 60K
AI05423,Machine Learning Engineer,52424,USD,52424,Junior,Contract,Finland,Small,Finland,100,"R, Kubernetes, Java, SQL, Docker",Associate,1,Energy,2025-03-03,2025-04-26,1801,6.4,Smart Analytics,Remote,54,< 60K
AI05424,AI Research Scientist,74687,SGD,97093,Junior,Part-Time,Singapore,Small,United States,0,"AWS, Tableau, Docker, Computer Vision",PhD,1,Consulting,2025-03-08,2025-04-02,2295,8.0,Algorithmic Solutions,On-Site,25,60K-100K
AI05425,Computer Vision Engineer,231540,CAD,289425,Executive,Part-Time,Canada,Large,Canada,100,"Java, Kubernetes, Hadoop, Mathematics, Scala",Associate,12,Education,2025-03-21,2025-04-29,2222,7.1,Neural Networks Co,Remote,39,> 150K
AI05426,Data Analyst,156641,USD,156641,Senior,Full-Time,Norway,Small,China,50,"Statistics, TensorFlow, Python, GCP",PhD,6,Transportation,2024-12-20,2025-01-20,717,9.2,TechCorp Inc,Hybrid,31,> 150K
AI05427,Data Engineer,119985,CAD,149981,Senior,Full-Time,Canada,Medium,Canada,100,"Git, Deep Learning, Hadoop, NLP, Kubernetes",Associate,9,Transportation,2024-09-07,2024-10-07,1933,9.6,Advanced Robotics,Remote,30,100K-150K
AI05428,Autonomous Systems Engineer,131450,AUD,177458,Executive,Full-Time,Australia,Small,Australia,100,"Hadoop, Linux, Computer Vision, Deep Learning, Kubernetes",PhD,11,Telecommunications,2024-05-02,2024-06-20,962,8.7,Digital Transformation LLC,Remote,49,100K-150K
AI05429,Machine Learning Engineer,179649,CAD,224561,Executive,Contract,Canada,Medium,Canada,50,"Linux, Kubernetes, Data Visualization, AWS",PhD,16,Manufacturing,2024-02-14,2024-03-31,1284,6.3,DeepTech Ventures,Hybrid,46,> 150K
AI05430,Deep Learning Engineer,113259,EUR,96270,Senior,Part-Time,Austria,Large,Switzerland,50,"Java, TensorFlow, Azure, Computer Vision",Bachelor,9,Automotive,2024-07-16,2024-09-04,514,8.0,Predictive Systems,Hybrid,50,100K-150K
AI05431,Head of AI,90625,CAD,113281,Mid,Contract,Canada,Medium,Canada,50,"SQL, Hadoop, R, Java, Python",Bachelor,4,Consulting,2024-04-19,2024-07-01,2289,7.7,Digital Transformation LLC,Hybrid,73,60K-100K
AI05432,Computer Vision Engineer,115445,USD,115445,Mid,Freelance,Ireland,Large,Ireland,100,"AWS, Hadoop, Data Visualization",Bachelor,2,Gaming,2024-09-10,2024-10-03,1925,5.1,Predictive Systems,Remote,23,100K-150K
AI05433,Deep Learning Engineer,82908,EUR,70472,Mid,Freelance,Austria,Small,Austria,0,"Python, Spark, SQL, Hadoop, Mathematics",Associate,4,Transportation,2025-02-06,2025-03-17,2093,8.2,Machine Intelligence Group,On-Site,39,60K-100K
AI05434,Machine Learning Engineer,104007,CHF,93606,Junior,Contract,Switzerland,Large,India,0,"Python, Scala, Data Visualization, Hadoop, Linux",PhD,0,Finance,2024-09-04,2024-10-11,1160,5.5,Smart Analytics,On-Site,37,100K-150K
AI05435,Research Scientist,90940,AUD,122769,Mid,Part-Time,Australia,Medium,Australia,50,"Hadoop, Python, GCP",Bachelor,3,Media,2024-01-04,2024-03-13,2095,5.1,Digital Transformation LLC,Hybrid,69,60K-100K
